Company,about,rating,reviews,salaries,location,jobs,interviews
Herman Miller,Furniture & Furnishing ,4.3,821,16,Bangalore / Bengaluru +6 other locations,21,16
GoBoult,Consumer Electronics & Appliances ,3.7,432,24,Gurgaon / Gurugram +4 other locations,8,24
FarMart,Internet ,3.9,444,20,Gurgaon / Gurugram +26 other locations,12,20
IIT Kanpur,Education & Training ,3.9,543,12,Kanpur +9 other locations,7,12
Affiliated Computer Services,IT Services & Consulting ,3.6,406,1,Bangalore / Bengaluru +14 other locations,--,1
Alliance Group,Real Estate ,4.0,874,15,Chennai +14 other locations,6,15
Xylem Learning,EdTech ,4.0,367,19,Kozhikode +11 other locations,5,19
Nichino,Hyderabad / Secunderabad +37 other locations,3.5,456,9,Hyderabad / Secunderabad +37 other locations,--,9
Silver Consumer Electricals,Industrial Machinery ,3.4,484,6,Rajkot +33 other locations,--,6
Agastya International Foundation,Non-Profit ,3.5,308,2,Bangalore / Bengaluru +34 other locations,5,2
Sitec Labs,Pharma ,4.1,650,10,Mumbai +2 other locations,8,10
Lokmanya Multipurpose Co-op Society,Financial Services ,3.0,573,7,Pune +25 other locations,6,7
Lloyd Electric & Engineering,Industrial Machinery ,3.5,455,1,New Delhi +39 other locations,--,1
STEM Learning,Education & Training ,4.1,268,25,Mumbai +17 other locations,1,25
Shiksha.com,Internet ,3.4,445,15,New Delhi +20 other locations,--,15
OPK e Services,BPO ,2.8,524,15,Gurgaon / Gurugram +5 other locations,--,15
Printo Document Services,Retail ,3.7,621,12,Bangalore / Bengaluru +10 other locations,13,12
Cello World,Consumer Electronics & Appliances ,3.3,494,4,Mumbai +25 other locations,--,4
Glocal Healthcare Systems,Healthcare ,3.5,398,5,Kolkata +18 other locations,--,5
7 Eleven,Retail ,3.4,1.1k,28,Bangalore / Bengaluru +19 other locations,--,28
Speed Engineering Solutions,Engineering & Construction ,3.9,647,17,Pune +3 other locations,47,17
Star Paper Mills,Pulp & Paper ,3.8,451,15,Saharanpur +7 other locations,1,15
Be10X,Education & Training ,4.3,119,15,Kolkata +4 other locations,--,15
Seashell Logistics,Logistics ,3.7,536,8,Navi Mumbai +17 other locations,1,8
Healthworld Hospitals,Healthcare ,4.1,506,7,Durgapur +5 other locations,1,7
One Trust,Software Product ,3.1,947,18,Bangalore / Bengaluru +6 other locations,15,18
Alteus Biogenics,Pharma ,2.6,416,12,Kolkata +28 other locations,--,12
THERMAL SYSTEMS,Industrial Machinery ,4.0,595,13,Hyderabad / Secunderabad +6 other locations,3,13
Nikhil Adhesives,Chemicals ,3.9,438,8,Mumbai +34 other locations,2,8
Premsons Motor Udyog,Auto Components ,3.5,528,8,Ranchi +8 other locations,5,8
Surya Hospital,Healthcare ,3.8,598,9,Mumbai +23 other locations,32,9
K.R.Pulp & Papers,Pulp & Paper ,3.3,442,11,Shahjahanpur +6 other locations,--,11
Harley-Davidson,Automobile ,3.8,479,6,Gurgaon / Gurugram +30 other locations,--,6
A.t.e. Enterprises,Industrial Machinery ,3.9,697,16,Ahmedabad +11 other locations,4,16
Naaraayani Sons,Kolkata +20 other locations,3.0,416,10,Kolkata +20 other locations,--,10
Sushima Pharmaceuticals,Pharma ,3.7,193,11,Ghaziabad +39 other locations,2,11
M Tech Innovations,Electronics Manufacturing ,3.2,604,10,Pune +8 other locations,10,10
Sovereign Pharma,Pharma ,3.8,625,5,Daman & Diu +11 other locations,--,5
Delta Technology,IT Services & Consulting ,3.7,1.1k,6,Hyderabad / Secunderabad +10 other locations,5,6
94.3 MY FM,Broadcasting ,3.6,379,3,Jaipur +29 other locations,--,3
Aarthi Scans and Labs,Healthcare ,3.3,574,17,Chennai +16 other locations,2,17
PhableCare,Internet ,2.6,822,9,Bangalore / Bengaluru +7 other locations,--,9
Fipola Retail,Food Processing ,3.7,305,2,Chennai +6 other locations,--,2
Azuga Telematics,Software Product ,3.6,897,15,Bangalore / Bengaluru +5 other locations,3,15
LRQA,Analytics & KPO ,3.3,568,8,Mumbai +19 other locations,19,8
Cherise India,Beverage ,3.8,295,2,Pune +5 other locations,2,2
Shahnaz Husain Group Of Companies,Beauty & Personal Care ,3.2,382,18,New Delhi +18 other locations,10,18
Ascend Telecom Infrastructure,Telecom ,4.2,398,4,Bangalore / Bengaluru +25 other locations,--,4
Quinte Financial Technologies,Chennai +2 other locations,3.6,657,20,Chennai +2 other locations,--,20
Tarasafe International Private Limited,Kolkata +2 other locations,4.6,202,7,Kolkata +2 other locations,1,7
Skillinabox,Noida +4 other locations,4.2,45,41,Noida +4 other locations,4,41
Daimler,Automobile ,4.0,874,23,Chennai +12 other locations,--,23
Gits Food Products,FMCG ,4.0,504,12,Pune +33 other locations,--,12
Solitaire World,Real Estate ,3.9,297,8,Pune +3 other locations,--,8
Adma Solutions,BPO ,4.4,286,5,New Delhi +62 other locations,--,5
India Retails & Hospitality,Retail ,4.5,161,45,New Delhi +8 other locations,--,45
MeritTrac,EdTech ,3.7,525,1,Bangalore / Bengaluru +13 other locations,--,1
Maple Digital Technology,Retail ,3.4,407,5,Mumbai +12 other locations,2,5
BCForward,Internet ,3.0,681,8,Hyderabad / Secunderabad +4 other locations,--,8
Yeshshree Press Comps,Auto Components ,3.5,658,9,Aurangabad +6 other locations,--,9
Panoli Intermediates India,Chemicals ,4.0,618,9,Vadodara +5 other locations,--,9
Q Connect Corp,Hyderabad / Secunderabad +15 other locations,3.5,247,13,Hyderabad / Secunderabad +15 other locations,--,13
Milacron,Ahmedabad +6 other locations,3.8,918,5,Ahmedabad +6 other locations,--,5
KLES Dr. Prabhakar Kore Hospital & M.R.C,Healthcare ,3.5,370,1,Belgaum +9 other locations,10,1
DRN Infrastructure,Power ,3.1,517,6,Hubli +21 other locations,11,6
HealthAsyst,IT Services & Consulting ,3.8,815,18,Bangalore / Bengaluru +2 other locations,18,18
Enrich Energy,Real Estate ,4.0,596,8,Pune +13 other locations,4,8
Viney Corporation,Auto Components ,3.8,557,11,Gurgaon / Gurugram +11 other locations,--,11
Drums Food International,Food Processing ,4.6,531,8,Mumbai +25 other locations,1,8
Sterling Auxiliaries,Chemicals ,3.1,775,9,Bharuch +6 other locations,--,9
Pricol Engineering Industries,Auto Components ,3.8,781,16,Coimbatore +14 other locations,--,16
HMT Machine Tools,Industrial Machinery ,3.9,578,4,Hyderabad / Secunderabad +16 other locations,--,4
DWD Pharmaceuticals,Pharma ,3.2,458,7,Vadodara +31 other locations,2,7
Facilities And Building Solutions,Engineering & Construction ,3.6,537,10,Bangalore / Bengaluru +16 other locations,2,10
Infotech,IT Services & Consulting ,4.4,1.1k,50,Hyderabad / Secunderabad +34 other locations,--,50
Norwegian Cruise Line,Travel & Tourism ,4.3,184,8,Mumbai +10 other locations,--,8
Shubham EPC,Engineering & Construction ,4.2,308,12,Pune +6 other locations,1,12
Bansal Hospital,Healthcare ,4.1,466,5,Bhopal +20 other locations,--,5
Quadrant Technologies,Industrial Automation ,3.4,845,21,Hyderabad / Secunderabad +8 other locations,1,21
Strata Geosystems,Engineering & Construction ,3.8,590,6,Mumbai +22 other locations,1,6
Eldeco Infrastructure & Properties,Real Estate ,4.2,549,3,New Delhi +11 other locations,3,3
Annet Technologies,Software Product ,3.7,656,8,Mumbai +6 other locations,4,8
Institutional Shareholder Services,Analytics & KPO ,3.5,1.2k,23,Mumbai +6 other locations,7,23
spd construction limited,Bhubaneswar +13 other locations,3.8,447,11,Bhubaneswar +13 other locations,3,11
Cogneesol,BPO ,3.4,710,20,Mohali +5 other locations,18,20
Worldpay,FinTech ,4.1,1.2k,7,Indore +5 other locations,--,7
Valdel Engineers & Constructors,Oil & Gas ,2.8,638,9,Bangalore / Bengaluru +8 other locations,--,9
Ayana Renewable Power,Power ,4.3,561,3,Bangalore / Bengaluru +18 other locations,7,3
Jsw Infrastructure,Engineering & Construction ,4.2,575,6,Mumbai +19 other locations,--,6
Shivalik Prints,Fashion & Textile ,4.1,580,6,Faridabad +6 other locations,--,6
A. Menarini India,Pharma ,3.5,331,2,Mumbai +26 other locations,--,2
Ravi Infrabuild Projects,Engineering & Construction ,3.7,539,8,Udaipur +24 other locations,3,8
Maiva Pharma,Hosur +3 other locations,3.8,705,10,Hosur +3 other locations,--,10
Planet PCI Infotech,Recruitment ,3.6,615,7,Gurgaon / Gurugram +36 other locations,--,7
Aksh Optifibre,Telecom ,3.7,524,5,New Delhi +15 other locations,--,5
Luker Electric Technologies,Financial Services ,3.7,559,10,Coimbatore +35 other locations,--,10
V2soft,IT Services & Consulting ,3.4,1.2k,12,Bangalore / Bengaluru +7 other locations,24,12
BrowserStack,Software Product ,3.4,1.8k,54,Mumbai +5 other locations,4,54
Cachet Pharmaceuticals,Pharma ,3.8,411,5,Mumbai +26 other locations,--,5
TML Business Services,IT Services & Consulting ,3.9,476,10,Pune +15 other locations,11,10
Marwadi Shares & Finance,Financial Services ,4.3,655,7,Rajkot +26 other locations,18,7
Ntrust Infotech,IT Services & Consulting ,3.3,844,12,Chennai +3 other locations,--,12
SAVE Solutions,Financial Services ,3.9,559,7,New Delhi +39 other locations,1,7
Difacto Robotics and Automation,Industrial Automation ,3.7,656,11,Bangalore / Bengaluru +5 other locations,--,11
EIH,Hospitality ,3.7,614,4,New Delhi +12 other locations,5,4
Vibatel Solutions,BPO ,3.6,422,10,Hyderabad / Secunderabad +5 other locations,--,10
Digicommerce Solutions LLP,Internet ,4.7,175,8,Noida +5 other locations,6,8
Panda Retail Company,Retail ,4.4,177,3,Bhubaneswar +15 other locations,--,3
DigiVersal Consultants,Internet ,2.4,361,10,Noida +5 other locations,27,10
FabAlley,Retail ,3.9,239,5,Noida +14 other locations,--,5
Brady Corporation,Printing & Publishing ,4.2,594,4,Bangalore / Bengaluru +13 other locations,--,4
SkillCircle,EdTech ,4.1,212,33,New Delhi +9 other locations,4,33
Dangote Industries,Building Material ,4.1,323,5,Lagos +10 other locations,--,5
Gemini Consulting & Services,IT Services & Consulting ,3.8,1.1k,7,Hyderabad / Secunderabad +9 other locations,1,7
Indus Cosmeceuticals,Beauty & Personal Care ,4.4,189,5,Faridabad +5 other locations,--,5
Flyweis Technology,IT Services & Consulting ,4.4,67,9,Noida +4 other locations,--,9
Bhate & Raje Construction Co.,Engineering & Construction ,4.1,417,5,Pune +7 other locations,--,5
IMS Learning Resources,Education & Training ,3.7,708,11,Mumbai +26 other locations,4,11
Vigour Mobile,Consumer Electronics & Appliances ,3.6,472,2,Gurgaon / Gurugram +26 other locations,3,2
Pioneer Wincon,Power ,4.2,384,9,Chennai +17 other locations,4,9
Magna Steyr,Automobile ,4.2,907,5,Pune +2 other locations,--,5
Flemingo Duty Free Shop,Retail ,4.1,519,2,Mumbai +13 other locations,5,2
Complere Infosystem,Software Product ,4.3,138,9,Ambala +5 other locations,--,9
Preet Tractors,Automobile ,2.6,470,12,Nabha +26 other locations,--,12
Vtc Tradewings,Logistics ,4.0,350,7,Noida +24 other locations,2,7
Weavetex Overseas,Fashion & Textile ,3.6,538,8,New Delhi +11 other locations,--,8
IFGL Refractories,Industrial Machinery ,3.8,531,6,Rourkela +23 other locations,--,6
Robt Stone (ME) LLC,Oil & Gas ,2.9,319,13,Abu Dhabi +7 other locations,--,13
SkillCircle,EdTech ,4.1,212,33,New Delhi +9 other locations,4,33
Preet Tractors,Automobile ,2.6,470,12,Nabha +26 other locations,--,12
Vtc Tradewings,Logistics ,4.0,350,7,Noida +24 other locations,2,7
Flemingo Duty Free Shop,Retail ,4.1,519,2,Mumbai +13 other locations,5,2
IFGL Refractories,Industrial Machinery ,3.8,531,6,Rourkela +23 other locations,--,6
Robt Stone (ME) LLC,Oil & Gas ,2.9,319,13,Abu Dhabi +7 other locations,--,13
Complere Infosystem,Software Product ,4.3,138,9,Ambala +5 other locations,--,9
Magna Steyr,Automobile ,4.2,907,5,Pune +2 other locations,--,5
Weavetex Overseas,Fashion & Textile ,3.6,538,8,New Delhi +11 other locations,--,8
Luker Electric Technologies,Financial Services ,3.7,559,10,Coimbatore +35 other locations,--,10
Schbang,Marketing & Advertising ,3.0,1.1k,25,Mumbai +5 other locations,2,25
Khandelwal Laboratories,Pharma ,4.1,406,3,Mumbai +18 other locations,--,3
Country Holidays Travel India,Travel & Tourism ,3.3,53,404,Noida +6 other locations,--,404
Omega Elevators,Industrial Machinery ,3.9,436,6,Ahmedabad +27 other locations,5,6
Calling 24o7 Bpo Services,BPO ,3.9,355,16,Pune +9 other locations,--,16
Q Tech Microelectronics India,Greater Noida +5 other locations,3.8,536,10,Greater Noida +5 other locations,4,10
Rhysley Private Limited,Fashion & Textile ,3.6,346,17,Faridabad +5 other locations,24,17
Shipsy,Software Product ,4.2,668,20,Gurgaon / Gurugram +5 other locations,11,20
Futuresoft Solutions,IT Services & Consulting ,3.1,812,10,New Delhi +20 other locations,2,10
Yanfeng Automotive Interiors,Auto Components ,3.9,652,9,Pune +6 other locations,7,9
Shipsy,Software Product ,4.2,668,20,Gurgaon / Gurugram +5 other locations,11,20
Q Tech Microelectronics India,Greater Noida +5 other locations,3.8,536,10,Greater Noida +5 other locations,4,10
Rhysley Private Limited,Fashion & Textile ,3.6,346,17,Faridabad +5 other locations,24,17
Moris Media,Marketing & Advertising ,4.4,23,29,Dubai +16 other locations,135,29
Calling 24o7 Bpo Services,BPO ,3.9,355,16,Pune +9 other locations,--,16
Khandelwal Laboratories,Pharma ,4.1,406,3,Mumbai +18 other locations,--,3
3 Gen Consulting,Healthcare ,3.2,482,7,Pune +4 other locations,11,7
Shree Hari Infraprojects,Jaipur +19 other locations,3.5,343,5,Jaipur +19 other locations,--,5
Forbes Facility Services,Facility Management Services ,4.2,491,7,Mumbai +17 other locations,3,7
Rockman Group,Tirupati +17 other locations,3.8,519,6,Tirupati +17 other locations,--,6
Perto,Electrical Equipment ,3.5,613,15,Jaipur +17 other locations,5,15
MediaTek India Technology,Semiconductors ,3.7,1.2k,31,Noida +7 other locations,20,31
Testhouse,IT Services & Consulting ,4.3,741,13,Thiruvananthapuram +5 other locations,3,13
Manpasand Beverages,Beverage ,3.3,295,2,Vadodara +32 other locations,--,2
KWALITY DAIRY (INDIA),FMCG ,3.7,323,1,New Delhi +16 other locations,--,1
MariApps Marine Solutions,IT Services & Consulting ,3.3,1.2k,12,Kochi +6 other locations,--,12
Interactive Brokers,Financial Services ,3.3,908,23,Mumbai +4 other locations,7,23
Bharuch Enviro Infrastructure,Real Estate ,4.1,618,5,Ankleshwar +12 other locations,1,5
Quatrro Mortgage Solutions,Financial Services ,3.1,434,5,Mumbai +8 other locations,--,5
Ace Creative Learning,Design ,3.9,517,5,Bangalore / Bengaluru +15 other locations,6,5
Pyro Group,Telecom ,3.4,299,3,Hyderabad / Secunderabad +27 other locations,21,3
Prothious Engineering Services,Design ,3.2,368,3,Chennai +5 other locations,5,3
Urjanet Energy Solutions,IT Services & Consulting ,3.7,755,7,Chennai +2 other locations,3,7
The Nuance Group AG,IT Services & Consulting ,4.3,845,4,Pune +9 other locations,--,4
Lumax Mannoh Allied Technologies,Auto Components ,3.7,645,7,Gurgaon / Gurugram +12 other locations,--,7
TripFactory,Internet ,2.2,477,17,Bangalore / Bengaluru +14 other locations,4,17
91Squarefeet,Internet ,3.3,348,12,Gurgaon / Gurugram +4 other locations,2,12
Dr.SNS Rajalakshmi College Of Arts and Science,Education & Training ,4.9,18,11,Coimbatore +1 other locations,--,11
DAEWOO E&C,Engineering & Construction ,4.2,162,5,Patna +17 other locations,--,5
IPAC,Retail ,3.2,940,12,Kolkata +15 other locations,--,12
Qbss,IT Services & Consulting ,3.8,599,11,Coimbatore +4 other locations,--,11
Digital Nirvana Information Systems,Software Product ,3.4,620,3,Hyderabad / Secunderabad +4 other locations,--,3
rProcess Outsourcing Services,Analytics & KPO ,3.3,463,12,Mysuru / Mysore +2 other locations,3,12
Mahindra Aerospace,Defence & Aerospace ,3.9,650,5,Bangalore / Bengaluru +9 other locations,--,5
Peoplelink Unified Communications,Consumer Electronics & Appliances ,3.7,720,14,Hyderabad / Secunderabad +21 other locations,1,14
Nifco India,Industrial Machinery ,3.6,470,8,Gurgaon / Gurugram +9 other locations,--,8
Fabtech Technologies International,Engineering & Construction ,3.4,610,10,Mumbai +6 other locations,11,10
Ashida Electronics,Electronics Manufacturing ,3.9,554,5,Mumbai +16 other locations,1,5
Euronet Global Development Center,FinTech ,3.8,927,15,Mumbai +11 other locations,1,15
VaaaN Infra,Urban Transport ,3.4,455,3,New Delhi +22 other locations,--,3
PrimeXBT,FinTech ,4.7,7,--,London +3 other locations,2,--
Deoleo,Food Processing ,4.0,427,7,Mumbai +34 other locations,4,7
mPHATEK Systems,IT Services & Consulting ,3.4,1k,15,Pune +3 other locations,--,15
Detox Group,Chemicals ,3.9,569,12,Ankleshwar +16 other locations,--,12
Share India Securities,New Delhi +12 other locations,3.7,936,11,New Delhi +12 other locations,8,11
Locobuzz,Software Product ,2.6,505,11,Mumbai +7 other locations,12,11
Toshiba Johnson Elevators,Industrial Machinery ,4.1,467,7,Mumbai +13 other locations,--,7
Vista Furnishing Limited,Furniture & Furnishing ,4.1,366,15,Ghaziabad +9 other locations,8,15
VLink,IT Services & Consulting ,3.7,728,18,Gurgaon / Gurugram +5 other locations,22,18
DNV,Management Consulting ,4.1,672,11,Pune +16 other locations,4,11
Enviro Infra Engineers,Waste Management ,4.1,483,12,New Delhi +31 other locations,9,12
Merlin Group,Real Estate ,4.0,577,7,Kolkata +8 other locations,16,7
UTI Technology Services,IT Services & Consulting ,3.3,548,3,Hyderabad / Secunderabad +20 other locations,--,3
Cubic Transportation Systems,Software Product ,3.1,1.1k,12,Hyderabad / Secunderabad +2 other locations,124,12
Komatsu,Industrial Machinery ,3.8,706,6,Chennai +15 other locations,8,6
QUTONE CERAMIC,Building Material ,3.7,393,14,Ahmedabad +28 other locations,--,14
Besmak Components,Auto Components ,3.9,634,8,Chennai +8 other locations,4,8
Attero Recycling,Semiconductors ,4.4,406,8,Noida +10 other locations,14,8
Sakal Media Group,Media & Entertainment ,3.5,706,5,Pune +18 other locations,--,5
Esme Consumer,Beauty & Personal Care ,4.0,379,10,Gurgaon / Gurugram +32 other locations,7,10
POSCO,Metals & Mining ,4.0,621,4,Pune +20 other locations,--,4
Distacart,Internet ,4.7,85,31,Hyderabad / Secunderabad +4 other locations,25,31
Solar Defence And Aerospace,Nagpur +5 other locations,3.8,531,5,Nagpur +5 other locations,--,5
International Crops Research Institute for the Semi-arid Tropics,Analytics & KPO ,3.7,409,4,Hyderabad / Secunderabad +15 other locations,3,4
